service_type,main_category,area_name,distance_from_center,time_of_day_minutes,day_of_week,peak_hour,demand_level,weather,final_price
Fridge Repairing,Home Assist,Misri Shah,6.6,398,Saturday,1,High,Sunny,1741
Fridge Repairing,Home Assist,Misri Shah,7.72,1031,Thursday,0,Medium,Rainy,1860
Fridge Repairing,Home Assist,Askari,3.72,861,Friday,1,High,Clear,1783
Fridge Repairing,Home Assist,Gulberg,6.39,304,Friday,0,Low,Clear,1796
Fridge Repairing,Home Assist,Shadman,6.14,505,Wednesday,0,Medium,Sunny,1845
Fridge Repairing,Home Assist,DHA,0.2,1188,Sunday,0,Medium,Sunny,1827
Fridge Repairing,Home Assist,Gulberg,0.63,1269,Saturday,0,High,Sunny,1742
Fridge Repairing,Home Assist,Shadman,2.24,458,Wednesday,1,Low,Foggy,1888
Fridge Repairing,Home Assist,Model Town,0.29,866,Thursday,0,Medium,Clear,1890
Fridge Repairing,Home Assist,Shadman,6.73,1354,Saturday,1,Medium,Sunny,1743
Fridge Repairing,Home Assist,Wapda Town,0.85,1053,Wednesday,0,Medium,Foggy,1851
Fridge Repairing,Home Assist,Sultanpura,7.8,245,Tuesday,0,High,Sunny,1858
Fridge Repairing,Home Assist,Askari,3.71,1077,Saturday,0,Low,Clear,1703
Fridge Repairing,Home Assist,Wapda Town,5.5,722,Monday,0,Low,Sunny,1769
Fridge Repairing,Home Assist,Garden Town,7.85,605,Wednesday,1,Medium,Clear,1778
Fridge Repairing,Home Assist,Garden Town,1.75,773,Friday,0,High,Clear,1794
Fridge Repairing,Home Assist,Bahria Town,4.15,267,Saturday,0,High,Clear,1713
Fridge Repairing,Home Assist,Garhi Shahu,1.71,890,Friday,0,Low,Rainy,1831
Repair Wiring,Home Assist,Township,5.22,774,Saturday,1,Medium,Clear,632
Repair Wiring,Home Assist,Cantt,3.33,567,Wednesday,0,Low,Foggy,657
Repair Wiring,Home Assist,Township,3.77,26,Friday,0,Low,Sunny,522
Repair Wiring,Home Assist,Garhi Shahu,3.2,279,Thursday,0,High,Clear,687
Repair Wiring,Home Assist,Wapda Town,2.42,1360,Sunday,1,High,Sunny,687
Repair Wiring,Home Assist,Valencia,0.85,222,Monday,1,High,Rainy,634
Repair Wiring,Home Assist,Sultanpura,2.33,1167,Wednesday,1,High,Rainy,662
Repair Wiring,Home Assist,Garden Town,5.13,1098,Wednesday,0,Medium,Clear,679
Repair Wiring,Home Assist,Johar Town,6.18,1408,Sunday,0,Medium,Foggy,571
Repair Wiring,Home Assist,Shadman,7.01,28,Thursday,1,High,Foggy,533
Repair Wiring,Home Assist,Garhi Shahu,4.32,812,Tuesday,0,Low,Sunny,581
Repair Wiring,Home Assist,Askari,0.44,1345,Wednesday,1,Medium,Foggy,691
Repair Wiring,Home Assist,Askari,3.5,592,Saturday,0,Low,Clear,500
Repair Wiring,Home Assist,Misri Shah,0.15,1242,Sunday,1,High,Rainy,521
Repair Wiring,Home Assist,Garhi Shahu,0.75,1278,Saturday,0,High,Clear,551
Repair Wiring,Home Assist,Johar Town,0.53,1345,Saturday,1,Medium,Rainy,583
Repair Wiring,Home Assist,Gulberg,5.65,713,Wednesday,1,Medium,Sunny,611
Repair Wiring,Home Assist,Township,4.45,41,Tuesday,1,Medium,Foggy,542
Repair Wiring,Home Assist,Gulberg,7.61,48,Sunday,1,Low,Foggy,553
Repair Wiring,Home Assist,Johar Town,5.13,651,Saturday,0,High,Clear,600
Repair Wiring,Home Assist,Model Town,6.48,1226,Sunday,0,Low,Foggy,548
Repair Wiring,Home Assist,Iqbal Town,4.56,597,Monday,0,High,Clear,664
Repair Wiring,Home Assist,Misri Shah,2.88,672,Wednesday,1,Medium,Clear,515
Repair Wiring,Home Assist,Wapda Town,3.77,1063,Monday,0,Medium,Rainy,682
Repair Wiring,Home Assist,Wapda Town,0.28,333,Thursday,0,High,Foggy,518
Repair Wiring,Home Assist,Garden Town,6.25,91,Sunday,0,Low,Clear,607
Repair Wiring,Home Assist,DHA,5.69,417,Monday,0,Low,Sunny,599
Repair Wiring,Home Assist,Garhi Shahu,1.75,1303,Tuesday,0,High,Clear,584
Repair Wiring,Home Assist,Model Town,4.29,1106,Wednesday,1,High,Foggy,699
Repair Wiring,Home Assist,DHA,4.25,1388,Thursday,0,Low,Rainy,670
Repair Wiring,Home Assist,Iqbal Town,1.3,1156,Tuesday,1,High,Rainy,553
Repair Wiring,Home Assist,Misri Shah,6.02,1430,Thursday,0,Medium,Foggy,680
Repair Wiring,Home Assist,Bahria Town,0.15,1328,Monday,1,High,Rainy,665
Repair Wiring,Home Assist,Shadman,1.51,445,Friday,1,Medium,Sunny,684
Repair Wiring,Home Assist,Misri Shah,0.45,1358,Saturday,0,Medium,Sunny,577
Repair Wiring,Home Assist,Gulberg,0.82,884,Friday,0,Low,Sunny,509
Repair Wiring,Home Assist,Johar Town,3.88,1243,Monday,1,High,Clear,600
Repair Wiring,Home Assist,Garhi Shahu,7.31,579,Monday,0,Medium,Clear,624
Repair Wiring,Home Assist,Gulberg,0.82,958,Friday,0,Low,Clear,555
Repair Wiring,Home Assist,Misri Shah,3.92,684,Wednesday,1,Low,Rainy,667
Repair Wiring,Home Assist,Cantt,5.71,806,Sunday,0,Low,Sunny,529
Repair Wiring,Home Assist,Johar Town,5.05,1401,Tuesday,1,Low,Sunny,664
Repair Wiring,Home Assist,Johar Town,7.44,965,Wednesday,0,High,Rainy,583
Repair Wiring,Home Assist,Model Town,3.64,1326,Tuesday,0,Medium,Foggy,663
Repair Wiring,Home Assist,Johar Town,2.01,904,Saturday,1,High,Sunny,637
Repair Wiring,Home Assist,DHA,6.1,84,Saturday,1,Medium,Sunny,505
Repair Wiring,Home Assist,Shadman,6.8,86,Wednesday,1,High,Foggy,689
Repair Wiring,Home Assist,DHA,1.99,436,Tuesday,1,Low,Rainy,694
Repair Wiring,Home Assist,Misri Shah,6.77,796,Tuesday,1,Medium,Rainy,538
Repair Wiring,Home Assist,Valencia,6.26,479,Thursday,0,Medium,Rainy,676
Repair Wiring,Home Assist,Bahria Town,0.27,92,Monday,1,Low,Clear,641
Repair Wiring,Home Assist,Cantt,3.7,455,Wednesday,1,High,Sunny,613
Repair Wiring,Home Assist,Township,6.94,254,Thursday,0,Low,Foggy,539
Repair Wiring,Home Assist,Johar Town,6.62,619,Sunday,1,Low,Clear,646
Repair Wiring,Home Assist,Misri Shah,4.14,2,Sunday,0,Medium,Clear,661
Repair Wiring,Home Assist,Androon Lahore,1.28,1187,Saturday,0,Low,Foggy,513
Rewiring Service,Home Assist,Misri Shah,0.53,624,Tuesday,0,High,Sunny,485
Rewiring Service,Home Assist,Valencia,6.98,1249,Thursday,1,Medium,Sunny,364
Rewiring Service,Home Assist,Township,0.7,59,Saturday,0,High,Rainy,423
Rewiring Service,Home Assist,Valencia,6.82,1024,Sunday,1,Medium,Foggy,378
Rewiring Service,Home Assist,Garden Town,3.1,265,Saturday,1,Medium,Clear,350
Rewiring Service,Home Assist,Gulberg,2.94,1200,Wednesday,1,High,Foggy,522
Rewiring Service,Home Assist,Wapda Town,7.83,190,Tuesday,0,High,Rainy,526
Rewiring Service,Home Assist,Askari,6.7,746,Sunday,1,Low,Rainy,372
Rewiring Service,Home Assist,Cantt,3.36,453,Thursday,1,Low,Clear,404
Rewiring Service,Home Assist,Androon Lahore,3.49,397,Sunday,0,Medium,Foggy,392
Rewiring Service,Home Assist,Garden Town,4.03,633,Friday,0,Medium,Foggy,403
Rewiring Service,Home Assist,Bahria Town,0.63,916,Tuesday,1,Medium,Sunny,409
Rewiring Service,Home Assist,Garhi Shahu,1.86,955,Thursday,0,Low,Sunny,502
Rewiring Service,Home Assist,Gulberg,2.56,1252,Monday,0,High,Sunny,374
Rewiring Service,Home Assist,Iqbal Town,4.66,396,Friday,0,Low,Foggy,459
Rewiring Service,Home Assist,Valencia,5.92,1322,Thursday,1,High,Sunny,434
Rewiring Service,Home Assist,Androon Lahore,2.11,342,Saturday,0,Medium,Sunny,438
Rewiring Service,Home Assist,Garhi Shahu,2.49,663,Sunday,1,Low,Clear,542
Rewiring Service,Home Assist,Wapda Town,4.8,427,Saturday,0,Low,Clear,531
Rewiring Service,Home Assist,Gulberg,7.32,1006,Friday,0,Medium,Rainy,495
Rewiring Service,Home Assist,Androon Lahore,5.07,954,Wednesday,1,High,Sunny,520
Rewiring Service,Home Assist,Garden Town,6.66,350,Saturday,1,High,Clear,547
Rewiring Service,Home Assist,DHA,1.98,902,Saturday,1,Low,Sunny,370
Rewiring Service,Home Assist,Model Town,4.86,836,Friday,1,Low,Clear,512
Rewiring Service,Home Assist,Misri Shah,4.47,853,Sunday,0,Medium,Rainy,375
Rewiring Service,Home Assist,Misri Shah,5.91,305,Tuesday,1,High,Sunny,454
Rewiring Service,Home Assist,Sultanpura,6.35,452,Wednesday,0,Medium,Sunny,436
Rewiring Service,Home Assist,DHA,7.48,1283,Friday,0,High,Foggy,357
Rewiring Service,Home Assist,Misri Shah,7.85,748,Sunday,0,High,Rainy,472
Rewiring Service,Home Assist,Androon Lahore,6.53,748,Saturday,1,Low,Sunny,446
Rewiring Service,Home Assist,Garden Town,1.49,190,Thursday,1,High,Sunny,541
Rewiring Service,Home Assist,Wapda Town,4.49,1135,Sunday,1,High,Clear,455
Rewiring Service,Home Assist,Bahria Town,3.67,420,Tuesday,1,Low,Clear,391
Rewiring Service,Home Assist,Garden Town,6.89,1018,Monday,1,Low,Rainy,371
Rewiring Service,Home Assist,Gulberg,1.35,316,Sunday,0,Low,Sunny,395
Rewiring Service,Home Assist,Valencia,4.73,805,Tuesday,1,High,Rainy,376
Rewiring Service,Home Assist,Cantt,6.06,1273,Monday,0,Medium,Rainy,521
Rewiring Service,Home Assist,Garden Town,4.39,846,Wednesday,1,Medium,Foggy,508
Rewiring Service,Home Assist,Iqbal Town,3.88,1210,Saturday,0,Low,Foggy,506
Rewiring Service,Home Assist,Township,4.37,313,Wednesday,0,High,Clear,434
Rewiring Service,Home Assist,Bahria Town,0.29,1305,Sunday,0,High,Foggy,430
Rewiring Service,Home Assist,Wapda Town,1.96,73,Tuesday,1,High,Rainy,497
Rewiring Service,Home Assist,Askari,6.31,678,Friday,1,High,Rainy,426
Rewiring Service,Home Assist,Township,7.63,556,Sunday,0,Low,Clear,529
Rewiring Service,Home Assist,Gulberg,3.48,503,Tuesday,1,High,Clear,493
Rewiring Service,Home Assist,Johar Town,4.79,1399,Saturday,0,Medium,Sunny,382
Rewiring Service,Home Assist,Iqbal Town,5.86,119,Tuesday,0,Medium,Foggy,505
Rewiring Service,Home Assist,DHA,3.59,566,Tuesday,0,Low,Foggy,511
Rewiring Service,Home Assist,Iqbal Town,6.79,865,Wednesday,0,High,Sunny,368
Rewiring Service,Home Assist,Askari,5.91,594,Monday,1,High,Foggy,411
Rewiring Service,Home Assist,Garden Town,3.17,565,Monday,1,High,Sunny,407
Rewiring Service,Home Assist,Shadman,2.94,131,Monday,1,Medium,Rainy,373
Rewiring Service,Home Assist,Model Town,5.16,1198,Tuesday,0,Low,Rainy,431
Rewiring Service,Home Assist,Bahria Town,3.28,1062,Thursday,1,Low,Foggy,475
Rewiring Service,Home Assist,Bahria Town,2.61,538,Friday,0,High,Foggy,545
Rewiring Service,Home Assist,Township,7.88,988,Friday,1,Low,Clear,454
SMD Light Installation,Home Assist,Gulberg,6.66,325,Thursday,1,Low,Rainy,605
SMD Light Installation,Home Assist,Sultanpura,7.7,888,Thursday,0,Low,Foggy,624
SMD Light Installation,Home Assist,Cantt,3.73,1139,Friday,1,High,Clear,600
SMD Light Installation,Home Assist,Bahria Town,1.19,985,Wednesday,0,High,Rainy,612
SMD Light Installation,Home Assist,Valencia,1.57,747,Monday,1,Low,Rainy,605
SMD Light Installation,Home Assist,Sultanpura,1.37,791,Wednesday,1,Low,Sunny,680
SMD Light Installation,Home Assist,Cantt,5.51,318,Friday,1,Low,Sunny,628
SMD Light Installation,Home Assist,Wapda Town,3.6,1249,Monday,0,Low,Sunny,613
SMD Light Installation,Home Assist,Township,0.91,348,Sunday,0,Low,Clear,599
SMD Light Installation,Home Assist,Cantt,0.89,287,Sunday,0,Medium,Rainy,560
SMD Light Installation,Home Assist,Bahria Town,2.48,1356,Friday,0,High,Foggy,661
SMD Light Installation,Home Assist,Johar Town,6.38,444,Sunday,1,Medium,Sunny,589
SMD Light Installation,Home Assist,Valencia,5.37,1420,Friday,0,Low,Foggy,693
SMD Light Installation,Home Assist,Gulberg,5.63,28,Tuesday,1,Low,Sunny,648
SMD Light Installation,Home Assist,Sultanpura,3.53,494,Wednesday,1,Medium,Sunny,567
SMD Light Installation,Home Assist,Johar Town,7.55,431,Monday,1,High,Clear,539
SMD Light Installation,Home Assist,Township,1.81,456,Wednesday,1,Low,Sunny,629
SMD Light Installation,Home Assist,Gulberg,7.96,740,Monday,1,High,Rainy,625
SMD Light Installation,Home Assist,Misri Shah,1.8,182,Tuesday,1,High,Rainy,599
SMD Light Installation,Home Assist,Cantt,5.3,800,Sunday,1,Low,Clear,594
SMD Light Installation,Home Assist,Gulberg,3.11,1028,Wednesday,0,High,Sunny,553
SMD Light Installation,Home Assist,Garden Town,2.9,64,Monday,0,High,Rainy,602
SMD Light Installation,Home Assist,Johar Town,7.22,1074,Thursday,0,Low,Rainy,523
SMD Light Installation,Home Assist,Garden Town,6.78,1421,Tuesday,0,Medium,Clear,673
SMD Light Installation,Home Assist,Garhi Shahu,1.43,504,Wednesday,0,High,Clear,690
SMD Light Installation,Home Assist,DHA,3.6,776,Saturday,1,Medium,Rainy,685
SMD Light Installation,Home Assist,Askari,3.39,9,Tuesday,1,Low,Rainy,661
SMD Light Installation,Home Assist,Cantt,1.6,984,Tuesday,1,Medium,Rainy,637
SMD Light Installation,Home Assist,Gulberg,4.75,547,Thursday,1,Low,Rainy,585
SMD Light Installation,Home Assist,Model Town,6.95,507,Friday,0,High,Sunny,689
SMD Light Installation,Home Assist,Sultanpura,0.21,148,Saturday,1,Low,Sunny,661
SMD Light Installation,Home Assist,Valencia,5.5,263,Tuesday,0,High,Foggy,540
SMD Light Installation,Home Assist,Wapda Town,4.48,553,Thursday,0,Low,Clear,685
SMD Light Installation,Home Assist,Cantt,6.08,1117,Friday,0,High,Sunny,664
SMD Light Installation,Home Assist,Township,2.89,546,Monday,1,High,Foggy,615
SMD Light Installation,Home Assist,Gulberg,7.02,1234,Sunday,0,Medium,Foggy,698
SMD Light Installation,Home Assist,Askari,2.17,374,Friday,1,Low,Clear,658
SMD Light Installation,Home Assist,Bahria Town,2.09,1114,Friday,1,Low,Rainy,600
SMD Light Installation,Home Assist,Bahria Town,3.2,894,Tuesday,0,Medium,Clear,564
SMD Light Installation,Home Assist,Wapda Town,2.65,880,Wednesday,1,Low,Clear,504
SMD Light Installation,Home Assist,Johar Town,7.06,662,Friday,1,Medium,Sunny,507
SMD Light Installation,Home Assist,Bahria Town,7.29,1260,Friday,0,High,Foggy,542
SMD Light Installation,Home Assist,Valencia,1.2,141,Friday,0,Low,Sunny,586
SMD Light Installation,Home Assist,Garden Town,3.39,241,Tuesday,1,Low,Sunny,634
SMD Light Installation,Home Assist,Valencia,6.11,419,Wednesday,1,Low,Clear,694
SMD Light Installation,Home Assist,Iqbal Town,2.19,1005,Monday,1,High,Clear,676
SMD Light Installation,Home Assist,Shadman,1.42,1155,Friday,0,High,Sunny,500
SMD Light Installation,Home Assist,Garden Town,6.15,134,Wednesday,0,Low,Foggy,676
SMD Light Installation,Home Assist,Askari,2.33,203,Monday,0,Medium,Clear,509
SMD Light Installation,Home Assist,Sultanpura,2.65,1067,Wednesday,0,High,Sunny,534
SMD Light Installation,Home Assist,Valencia,5.93,506,Tuesday,1,Medium,Rainy,522
SMD Light Installation,Home Assist,Misri Shah,4.49,753,Sunday,1,High,Sunny,608
SMD Light Installation,Home Assist,Misri Shah,2.91,314,Thursday,0,Low,Rainy,688
SMD Light Installation,Home Assist,Garhi Shahu,4.37,527,Friday,0,High,Rainy,693
SMD Light Installation,Home Assist,Cantt,1.65,229,Saturday,1,Low,Sunny,530
SMD Light Installation,Home Assist,Model Town,5.84,677,Tuesday,1,Low,Foggy,681
Fancy Light Installation,Home Assist,Shadman,0.22,33,Wednesday,1,High,Foggy,1075
Fancy Light Installation,Home Assist,Askari,3.36,47,Friday,0,High,Rainy,1148
Fancy Light Installation,Home Assist,DHA,0.82,832,Saturday,0,Low,Sunny,1065
Fancy Light Installation,Home Assist,Bahria Town,6.08,968,Saturday,0,Medium,Rainy,1051
Fancy Light Installation,Home Assist,Valencia,2.42,964,Friday,0,Low,Foggy,1113
Fancy Light Installation,Home Assist,Shadman,5.68,168,Monday,0,Medium,Sunny,1194
Fancy Light Installation,Home Assist,Cantt,0.46,1402,Tuesday,1,Low,Sunny,1087
Fancy Light Installation,Home Assist,Androon Lahore,7.15,640,Monday,1,Medium,Clear,1016
Fancy Light Installation,Home Assist,Wapda Town,2.65,1321,Wednesday,1,Medium,Sunny,1071
Fancy Light Installation,Home Assist,Garhi Shahu,3.46,1157,Thursday,1,Medium,Rainy,1094
Fancy Light Installation,Home Assist,Valencia,3.38,712,Friday,1,High,Sunny,1043
Fancy Light Installation,Home Assist,Gulberg,1.66,1385,Thursday,1,Low,Rainy,1076
Fancy Light Installation,Home Assist,Valencia,2.12,1197,Wednesday,1,Low,Rainy,1048
Fancy Light Installation,Home Assist,Cantt,0.99,58,Saturday,0,Medium,Clear,1000
Fancy Light Installation,Home Assist,Gulberg,3.8,1396,Sunday,1,High,Sunny,1184
Fancy Light Installation,Home Assist,Garhi Shahu,1.5,1146,Monday,1,Low,Foggy,1030
Fancy Light Installation,Home Assist,Johar Town,0.75,544,Sunday,0,High,Foggy,1057
Fancy Light Installation,Home Assist,Township,7.32,1026,Friday,0,Low,Sunny,1047
Fancy Light Installation,Home Assist,Iqbal Town,3.08,1436,Wednesday,1,High,Clear,1121
Fancy Light Installation,Home Assist,Bahria Town,5.82,1351,Wednesday,0,Low,Rainy,1058
Fancy Light Installation,Home Assist,Androon Lahore,5.96,1210,Thursday,1,Medium,Rainy,1008
Fancy Light Installation,Home Assist,Misri Shah,7.97,457,Sunday,1,Low,Clear,1103
Fancy Light Installation,Home Assist,Valencia,6.1,1144,Monday,0,High,Rainy,1088
Fancy Light Installation,Home Assist,Wapda Town,5.82,276,Sunday,0,High,Foggy,1144
Fancy Light Installation,Home Assist,Model Town,6.54,765,Tuesday,0,Medium,Rainy,1062
Fancy Light Installation,Home Assist,Androon Lahore,4.33,688,Friday,0,Low,Clear,1052
Fancy Light Installation,Home Assist,Garhi Shahu,7.57,786,Tuesday,1,High,Rainy,1077
Fancy Light Installation,Home Assist,Gulberg,2.9,125,Wednesday,1,Medium,Clear,1189
Fancy Light Installation,Home Assist,Sultanpura,5.24,555,Thursday,0,High,Sunny,1169
Fancy Light Installation,Home Assist,Gulberg,7.46,774,Saturday,0,Medium,Foggy,1195
Fancy Light Installation,Home Assist,Misri Shah,6.77,178,Tuesday,1,High,Foggy,1163
Fancy Light Installation,Home Assist,Township,5.2,287,Friday,1,Medium,Rainy,1148
Fancy Light Installation,Home Assist,Askari,1.89,1069,Saturday,0,Low,Clear,1198
Fancy Light Installation,Home Assist,Bahria Town,1.43,1281,Friday,0,Low,Foggy,1148
Fancy Light Installation,Home Assist,Model Town,4.08,68,Monday,1,High,Rainy,1093
Fancy Light Installation,Home Assist,Askari,1.82,626,Monday,0,Low,Foggy,1083
Fancy Light Installation,Home Assist,Androon Lahore,3.78,151,Saturday,1,High,Rainy,1128
Fancy Light Installation,Home Assist,Androon Lahore,3.11,717,Thursday,0,Medium,Clear,1190
Fancy Light Installation,Home Assist,Wapda Town,1.72,601,Saturday,0,Low,Sunny,1178
Fancy Light Installation,Home Assist,Cantt,3.2,205,Wednesday,0,High,Sunny,1031
Fancy Light Installation,Home Assist,Model Town,0.16,443,Wednesday,0,High,Sunny,1104
Fancy Light Installation,Home Assist,Shadman,3.57,4,Friday,0,Low,Rainy,1098
Fancy Light Installation,Home Assist,Iqbal Town,4.85,1046,Monday,0,Medium,Foggy,1159
Fancy Light Installation,Home Assist,Township,1.36,1216,Tuesday,1,Medium,Clear,1133
Fancy Light Installation,Home Assist,Misri Shah,4.5,417,Wednesday,0,Low,Foggy,1089
Fancy Light Installation,Home Assist,Iqbal Town,2.82,1164,Saturday,1,High,Rainy,1078
Fancy Light Installation,Home Assist,Wapda Town,0.45,1198,Tuesday,0,Low,Sunny,1145
Fancy Light Installation,Home Assist,Garden Town,2.81,926,Monday,0,Medium,Sunny,1005
Fancy Light Installation,Home Assist,Garhi Shahu,4.83,181,Tuesday,1,Low,Rainy,1020
Fancy Light Installation,Home Assist,Johar Town,2.56,1160,Friday,0,High,Sunny,1149
Fancy Light Installation,Home Assist,Bahria Town,1.49,1256,Saturday,1,High,Sunny,1035
Fancy Light Installation,Home Assist,Sultanpura,4.34,736,Friday,0,High,Sunny,1165
Fancy Light Installation,Home Assist,Iqbal Town,0.48,152,Sunday,0,High,Sunny,1072
Fancy Light Installation,Home Assist,Shadman,6.03,696,Friday,0,High,Rainy,1059
Fancy Light Installation,Home Assist,Shadman,1.13,1028,Tuesday,1,High,Foggy,1038
Fancy Light Installation,Home Assist,Askari,3.57,486,Thursday,1,Low,Clear,1004
Small Oven Repair,Home Assist,Shadman,5.27,610,Wednesday,0,Low,Sunny,1235
Small Oven Repair,Home Assist,Gulberg,0.81,689,Friday,1,Low,Rainy,1220
Small Oven Repair,Home Assist,Cantt,2.22,1263,Monday,1,Low,Foggy,1194
Small Oven Repair,Home Assist,Gulberg,2.37,1243,Wednesday,0,Medium,Sunny,1205
Small Oven Repair,Home Assist,Iqbal Town,5.44,506,Sunday,0,High,Clear,1171
Small Oven Repair,Home Assist,Misri Shah,7.74,1143,Sunday,1,Low,Foggy,1207
Small Oven Repair,Home Assist,Shadman,1.48,977,Monday,1,High,Foggy,1180
Small Oven Repair,Home Assist,Gulberg,3.92,639,Sunday,0,Low,Rainy,1117
Small Oven Repair,Home Assist,Township,5.23,1413,Saturday,0,Low,Rainy,1254
Small Oven Repair,Home Assist,Askari,4.33,715,Thursday,0,Medium,Sunny,1293
Small Oven Repair,Home Assist,Valencia,7.33,1131,Monday,0,High,Rainy,1115
Small Oven Repair,Home Assist,Johar Town,3.44,1050,Sunday,0,Medium,Clear,1230
Small Oven Repair,Home Assist,Bahria Town,4.22,1002,Thursday,0,Medium,Rainy,1163
Small Oven Repair,Home Assist,Bahria Town,5.26,486,Saturday,0,Low,Foggy,1130
Small Oven Repair,Home Assist,Garhi Shahu,5.48,1118,Monday,0,High,Rainy,1155
Small Oven Repair,Home Assist,Iqbal Town,2.91,1348,Thursday,0,Low,Foggy,1204
Small Oven Repair,Home Assist,Wapda Town,6.08,873,Monday,1,Low,Rainy,1158
Small Oven Repair,Home Assist,Bahria Town,0.39,312,Wednesday,1,Low,Foggy,1289
Small Oven Repair,Home Assist,Androon Lahore,4.43,900,Sunday,1,Low,Clear,1198
Small Oven Repair,Home Assist,Model Town,2.59,651,Wednesday,0,Medium,Sunny,1226
Small Oven Repair,Home Assist,Androon Lahore,3.24,1179,Thursday,0,Medium,Foggy,1281
Small Oven Repair,Home Assist,DHA,1.38,575,Saturday,1,Medium,Clear,1293
Small Oven Repair,Home Assist,Bahria Town,5.28,618,Saturday,1,Low,Foggy,1252
Small Oven Repair,Home Assist,Shadman,4.99,499,Wednesday,0,Low,Clear,1297
Small Oven Repair,Home Assist,Misri Shah,4.12,974,Tuesday,1,High,Rainy,1116
Small Oven Repair,Home Assist,Gulberg,6.54,628,Saturday,0,High,Clear,1107
Small Oven Repair,Home Assist,Valencia,3.31,1361,Wednesday,0,High,Rainy,1115
Small Oven Repair,Home Assist,DHA,3.53,1254,Tuesday,0,Medium,Rainy,1297
Small Oven Repair,Home Assist,Gulberg,2.28,764,Saturday,0,High,Clear,1278
Small Oven Repair,Home Assist,Sultanpura,3.86,1282,Sunday,0,Medium,Rainy,1139
Small Oven Repair,Home Assist,Valencia,6.43,76,Saturday,1,Medium,Clear,1228
Small Oven Repair,Home Assist,Valencia,0.36,1281,Monday,0,High,Foggy,1162
Small Oven Repair,Home Assist,Sultanpura,0.46,855,Saturday,1,Medium,Foggy,1288
Small Oven Repair,Home Assist,Garhi Shahu,2.61,679,Thursday,0,High,Foggy,1269
